alpha tag,tag,entity,mode,description,type,tone,entity_type,group,license,category,frequency
P185,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 185,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.450
P186,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 186,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.4875
P187,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 187,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5125
P188,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 188,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.525
P189,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 189,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5875
P190,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 190,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.650
P191,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 191,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.700
P192,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 192,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P193,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 193,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.7625
P194,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 194,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.775
P195,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 195,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.825
P196,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 196,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.8625
P197,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 197,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.8375
P198,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 198,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P199,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 199,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P200,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 200,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.400
P201,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 201,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.4125
P202,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 202,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.425
P203,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 203,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.600
P204,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 204,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.950
P205,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 205,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.775
P206,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 206,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.425
P207,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 207,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.800
P208,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 208,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P209,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 209,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P210,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 210,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.400
P211,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 211,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,464.9125
P212,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 212,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.5125
P213,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 213,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P214,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 214,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.900
P215,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 215,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P216,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 216,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P217,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 217,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.450
P218,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 218,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.0375
P219,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 219,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.450
P220,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 220,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.4625
P221,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 221,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.200
P222,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 222,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,464.6875
P223,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 223,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P224,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 224,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.600
P225,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 225,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P226,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 226,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P227,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 227,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.400
P228,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 228,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.4125
P229,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 229,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.425
P230,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 230,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.600
P231,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 231,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.950
P232,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 232,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,466.775
P233,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 233,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.425
P234,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 234,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.800
P235,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 235,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9625
P236,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 236,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,463.650
P237,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 237,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.400
P238,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 238,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.5375
P239,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 239,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.900
P240,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 240,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,462.9875
P241,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 241,BM,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,467.325
P242,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 242,BM,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,465.850
P243,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 243,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,454.475
P244,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 244,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,454.775
P245,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 245,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,454.875
P246,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 246,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,455.025
P247,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 247,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,456.250
P248,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 248,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,456.425
P249,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 249,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,457.450
P250,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 250,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,458.225
P251,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 251,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,456.100
P252,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 252,M,110.9 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,456.100
P253,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 253,M,162.2 PL,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,454.225
P254,Fire Dispatch,NSW Rural Fire Services,FMN,Channel 254 Simplex,M,CSQ,Public Safety,Analogue PMR,VL2OR,NSW Rural Fire Services,403.000
s1*PORTRPTR1,EMS Dispatch,NSW State Emergency Services,FMN,s1*PORTRPTR1,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.600
s2*PORTRPTR2,EMS Dispatch,NSW State Emergency Services,FMN,s2*PORTRPTR2,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.625
s3*PORTRPTR3,EMS Dispatch,NSW State Emergency Services,FMN,s3*PORTRPTR3,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.650
s4*PORTRPTR4,EMS Dispatch,NSW State Emergency Services,FMN,s4*PORTRPTR4,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.6125
s5*PORTRPTR5,EMS Dispatch,NSW State Emergency Services,FMN,s5*PORTRPTR5,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.6375
s6*PORTRPTR6,EMS Dispatch,NSW State Emergency Services,FMN,s6*PORTRPTR6,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,467.250
s11*CN-BWRA,EMS Dispatch,NSW State Emergency Services,FMN,s11*CN-BWRA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s12*CN-CNGI,EMS Dispatch,NSW State Emergency Services,FMN,s12*CN-CNGI,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.0625
s13*CN-CLPK,EMS Dispatch,NSW State Emergency Services,FMN,s13*CN-CLPK,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.6375
s14*CN-FRLK,EMS Dispatch,NSW State Emergency Services,FMN,s14*CN-FRLK,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.1875
s15*CN-HVLN,EMS Dispatch,NSW State Emergency Services,FMN,s15*CN-HVLN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.175
s16*CN-WNDG,EMS Dispatch,NSW State Emergency Services,FMN,s16*CN-WNDG,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4125
s17*CN-VARA,EMS Dispatch,NSW State Emergency Services,FMN,s17*CN-VARA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9125
s22*CW-MNKV,EMS Dispatch,NSW State Emergency Services,FMN,s22*CW-MNKV,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.175
s23*CW-MORE,EMS Dispatch,NSW State Emergency Services,FMN,s23*CW-MORE,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s24*CW-SHTR,EMS Dispatch,NSW State Emergency Services,FMN,s24*CW-SHTR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7875
s29*FW-ANDR,EMS Dispatch,NSW State Emergency Services,FMN,s29*FW-ANDR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.6375
s30*FW-BKNHL,EMS Dispatch,NSW State Emergency Services,FMN,s30*FW-BKNHL,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7875
s31*FW-BURKE,EMS Dispatch,NSW State Emergency Services,FMN,s31*FW-BURKE,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.650
s32*FW-GLEN,EMS Dispatch,NSW State Emergency Services,FMN,s32*FW-GLEN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s33*FW-IVAN,EMS Dispatch,NSW State Emergency Services,FMN,s33*FW-IVAN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.550
s34*FW-MCUL,EMS Dispatch,NSW State Emergency Services,FMN,s34*FW-MCUL,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
s35*FW-MNDE,EMS Dispatch,NSW State Emergency Services,FMN,s35*FW-MNDE,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.550
s36*FW-THAC,EMS Dispatch,NSW State Emergency Services,FMN,s36*FW-THAC,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s37*FW-PEAK,EMS Dispatch,NSW State Emergency Services,FMN,s37*FW-PEAK,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s38*FW-TIB,EMS Dispatch,NSW State Emergency Services,FMN,s38*FW-TIB,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s39*FW-WCLF,EMS Dispatch,NSW State Emergency Services,FMN,s39*FW-WCLF,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s40*FW-WLCN,EMS Dispatch,NSW State Emergency Services,FMN,s40*FW-WLCN,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7875
s46*HU-WLM,EMS Dispatch,NSW State Emergency Services,FMN,s46*HU-WLM,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.4125
s47*HU-CAB,EMS Dispatch,NSW State Emergency Services,FMN,s47*HU-CAB,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.3125
s48*HU-MTR,EMS Dispatch,NSW State Emergency Services,FMN,s48*HU-MTR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5625
s53*IS-BRNMT,EMS Dispatch,NSW State Emergency Services,FMN,s53*IS-BRNMT,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5625
s54*IS-BUDDA,EMS Dispatch,NSW State Emergency Services,FMN,s54*IS-BUDDA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s55*IS-CAMBW,EMS Dispatch,NSW State Emergency Services,FMN,s55*IS-CAMBW,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4375
s56*IS-KINGI,EMS Dispatch,NSW State Emergency Services,FMN,s56*IS-KINGI,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.475
s57*IS-NULCA,EMS Dispatch,NSW State Emergency Services,FMN,s57*IS-NULCA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.550
s58*IS-PKALN,EMS Dispatch,NSW State Emergency Services,FMN,s58*IS-PKALN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s59*IS-SASA,EMS Dispatch,NSW State Emergency Services,FMN,s59*IS-SASA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.3125
s60*IS-VNCT,EMS Dispatch,NSW State Emergency Services,FMN,s60*IS-VNCT,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.0625
s61*IS-WAND,EMS Dispatch,NSW State Emergency Services,FMN,s61*IS-WAND,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.4625
s62*IS-WLMA,EMS Dispatch,NSW State Emergency Services,FMN,s62*IS-WLMA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4625
s71*ME-BETH,EMS Dispatch,NSW State Emergency Services,FMN,s71*ME-BETH,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5125
s72*ME-TALB,EMS Dispatch,NSW State Emergency Services,FMN,s72*ME-TALB,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7875
s73*ME-BURN,EMS Dispatch,NSW State Emergency Services,FMN,s73*ME-BURN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s74*ME-DARPT,EMS Dispatch,NSW State Emergency Services,FMN,s74*ME-DARPT,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.4125
s75*ME-GUND,EMS Dispatch,NSW State Emergency Services,FMN,s75*ME-GUND,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s76*ME-MLBO,EMS Dispatch,NSW State Emergency Services,FMN,s76*ME-MLBO,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7625
s77*ME-GRIF,EMS Dispatch,NSW State Emergency Services,FMN,s77*ME-GRIF,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
s78*ME-VAV,EMS Dispatch,NSW State Emergency Services,FMN,s78*ME-VAV,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.475
s87*MY-BAR,EMS Dispatch,NSW State Emergency Services,FMN,s87*MY-BAR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7625
s88*MY-DENIQ,EMS Dispatch,NSW State Emergency Services,FMN,s88*MY-DENIQ,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.2875
s89*MY-FINLY,EMS Dispatch,NSW State Emergency Services,FMN,s89*MY-FINLY,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5625
s90*MY-LDYFK,EMS Dispatch,NSW State Emergency Services,FMN,s90*MY-LDYFK,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s91*MY-GOOMB,EMS Dispatch,NSW State Emergency Services,FMN,s91*MY-GOOMB,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.6375
s92*MY-MATH,EMS Dispatch,NSW State Emergency Services,FMN,s92*MY-MATH,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.1425
s93*MY-MOAMA,EMS Dispatch,NSW State Emergency Services,FMN,s93*MY-MOAMA,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9125
s94*MY-ONE,EMS Dispatch,NSW State Emergency Services,FMN,s94*MY-ONE,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,419.000
s95*MY-RED,EMS Dispatch,NSW State Emergency Services,FMN,s95*MY-RED,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.1875
s96*MY-STONY,EMS Dispatch,NSW State Emergency Services,FMN,s96*MY-STONY,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.0625
Port Macquar,Emergency Ops,NSW State Emergency Services,FM,"Tx Middle Brother Mt, Port Macquarie 50w",RM,,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
Forbes,EMS Dispatch,NSW State Emergency Services,FMN,Forbes SES,RM,,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.0625
s101*NM-BLD,EMS Dispatch,NSW State Emergency Services,FMN,s101*NM-BLD,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,417.0625
s102*NM-BLK,EMS Dispatch,NSW State Emergency Services,FMN,s102*NM-BLK,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4375
s103*NM-CRN,EMS Dispatch,NSW State Emergency Services,FMN,s103*NM-CRN,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.6375
s104*NM-HLD,EMS Dispatch,NSW State Emergency Services,FMN,s104*NM-HLD,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.7625
s105*NM-KAP,EMS Dispatch,NSW State Emergency Services,FMN,s105*NM-KAP,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9125
s106*NM-DUV,EMS Dispatch,NSW State Emergency Services,FMN,s106*NM-DUV,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.550
s111*NW-GAR,EMS Dispatch,NSW State Emergency Services,FMN,s111*NW-GAR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.550
s112*NW-HAL,EMS Dispatch,NSW State Emergency Services,FMN,s112*NW-HAL,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.1875
s113*NW-HIE,EMS Dispatch,NSW State Emergency Services,FMN,s113*NW-HIE,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.475
s114*NW-MAG,EMS Dispatch,NSW State Emergency Services,FMN,s114*NW-MAG,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.250
s115*NW-MKZ,EMS Dispatch,NSW State Emergency Services,FMN,s115*NW-MKZ,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5375
s116*NW-MCH,EMS Dispatch,NSW State Emergency Services,FMN,s116*NW-MCH,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s117*NW-RUM,EMS Dispatch,NSW State Emergency Services,FMN,s117*NW-RUM,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.9875
s118*NW-TOP,EMS Dispatch,NSW State Emergency Services,FMN,s118*NW-TOP,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.3125
s123*OX-APX,EMS Dispatch,NSW State Emergency Services,FMN,s123*OX-APX,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.125
s124*OX-CAB,EMS Dispatch,NSW State Emergency Services,FMN,s124*OX-CAB,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.3125
s125*OX-CRN,EMS Dispatch,NSW State Emergency Services,FMN,s125*OX-CRN,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.5375
s126*OX-COP,EMS Dispatch,NSW State Emergency Services,FMN,s126*OX-COP,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4125
s127*OX-GGT,EMS Dispatch,NSW State Emergency Services,FMN,s127*OX-GGT,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.4375
s128*OX-MBR,EMS Dispatch,NSW State Emergency Services,FMN,s128*OX-MBR,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.450
s129*OX-YAR,EMS Dispatch,NSW State Emergency Services,FMN,s129*OX-YAR,,110.9 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,416.375
s134*RT-SPR,EMS Dispatch,NSW State Emergency Services,FMN,s134*RT-SPR,,107.2 PL,Public Safety,NSW State Emergency Services Frequency List,VL2SES,NSW State Emergency Services PMR,468.625
